,Unnamed: 0,winner_wickets,umpire3,team,team2,gender,season,date,competition,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,outcome,eliminator,date2,neutralvenue,id
0,0,,,Sunrisers Hyderabad,Royal Challengers Bangalore,male,2017,2017/04/05,Indian Premier League,1.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Royal Challengers Bangalore,field,Yuvraj Singh,AY Dandekar,NJ Llong,N Pandit,A Deshmukh,J Srinath,Sunrisers Hyderabad,35.0,,,,,0
1,1,7.0,,Rising Pune Supergiant,Mumbai Indians,male,2017,2017/04/06,Indian Premier League,2.0,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,SPD Smith,A Nand Kishore,S Ravi,Navdeep Singh,VK Sharma,M Nayyar,Rising Pune Supergiant,,,,,,1
2,2,10.0,,Gujarat Lions,Kolkata Knight Riders,male,2017,2017/04/07,Indian Premier League,3.0,Saurashtra Cricket Association Stadium,Rajkot,Kolkata Knight Riders,field,CA Lynn,Nitin Menon,CK Nandan,K Srinivasan,YC Barde,V Narayan Kutty,Kolkata Knight Riders,,,,,,2
3,3,6.0,,Kings XI Punjab,Rising Pune Supergiant,male,2017,2017/04/08,Indian Premier League,4.0,Holkar Cricket Stadium,Indore,Kings XI Punjab,field,GJ Maxwell,AK Chaudhary,C Shamshuddin,R Pandit,KN Ananthapadmanabhan,Chinmay Sharma,Kings XI Punjab,,,,,,3
4,4,,,Royal Challengers Bangalore,Delhi Daredevils,male,2017,2017/04/08,Indian Premier League,5.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,bat,KM Jadhav,,,Navdeep Singh,A Nand Kishore,J Srinath,Royal Challengers Bangalore,15.0,,,,,4
5,5,9.0,,Sunrisers Hyderabad,Gujarat Lions,male,2017,2017/04/09,Indian Premier League,6.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,field,Rashid Khan,A Deshmukh,NJ Llong,N Pandit,AY Dandekar,M Nayyar,Sunrisers Hyderabad,,,,,,5
6,6,4.0,,Mumbai Indians,Kolkata Knight Riders,male,2017,2017/04/09,Indian Premier League,7.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,N Rana,Nitin Menon,CK Nandan,K Srinivasan,YC Barde,S Chaturvedi,Mumbai Indians,,,,,,6
7,7,8.0,,Kings XI Punjab,Royal Challengers Bangalore,male,2017,2017/04/10,Indian Premier League,8.0,Holkar Cricket Stadium,Indore,Royal Challengers Bangalore,bat,AR Patel,AK Chaudhary,C Shamshuddin,R Pandit,KN Ananthapadmanabhan,Chinmay Sharma,Kings XI Punjab,,,,,,7
8,8,,,Rising Pune Supergiant,Delhi Daredevils,male,2017,2017/04/11,Indian Premier League,9.0,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,SV Samson,AY Dandekar,S Ravi,Navdeep Singh,A Nand Kishore,J Srinath,Delhi Daredevils,97.0,,,,,8
9,9,4.0,,Mumbai Indians,Sunrisers Hyderabad,male,2017,2017/04/12,Indian Premier League,10.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,JJ Bumrah,Nitin Menon,CK Nandan,K Srinivasan,YC Barde,M Nayyar,Mumbai Indians,,,,,,9
10,10,8.0,,Kolkata Knight Riders,Kings XI Punjab,male,2017,2017/04/13,Indian Premier League,11.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,SP Narine,A Deshmukh,NJ Llong,N Pandit,AY Dandekar,AJ Pycroft,Kolkata Knight Riders,,,,,,10
11,11,4.0,,Royal Challengers Bangalore,Mumbai Indians,male,2017,2017/04/14,Indian Premier League,12.0,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,KA Pollard,KN Ananthapadmanabhan,AK Chaudhary,R Pandit,C Shamshuddin,Chinmay Sharma,Mumbai Indians,,,,,,11
12,12,7.0,,Gujarat Lions,Rising Pune Supergiant,male,2017,2017/04/14,Indian Premier League,13.0,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,field,AJ Tye,A Nand Kishore,S Ravi,Navdeep Singh,VK Sharma,J Srinath,Gujarat Lions,,,,,,12
13,13,,,Kolkata Knight Riders,Sunrisers Hyderabad,male,2017,2017/04/15,Indian Premier League,14.0,Eden Gardens,Kolkata,Sunrisers Hyderabad,field,RV Uthappa,AY Dandekar,NJ Llong,N Pandit,A Deshmukh,AJ Pycroft,Kolkata Knight Riders,17.0,,,,,13
14,14,,,Delhi Daredevils,Kings XI Punjab,male,2017,2017/04/15,Indian Premier League,15.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,CJ Anderson,YC Barde,Nitin Menon,K Srinivasan,CK Nandan,S Chaturvedi,Delhi Daredevils,51.0,,,,,14
15,15,6.0,,Mumbai Indians,Gujarat Lions,male,2017,2017/04/16,Indian Premier League,16.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,N Rana,A Nand Kishore,S Ravi,Navdeep Singh,VK Sharma,M Nayyar,Mumbai Indians,,,,,,15
16,16,,,Royal Challengers Bangalore,Rising Pune Supergiant,male,2017,2017/04/16,Indian Premier League,17.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,BA Stokes,KN Ananthapadmanabhan,C Shamshuddin,R Pandit,AK Chaudhary,Chinmay Sharma,Rising Pune Supergiant,27.0,,,,,16
17,17,4.0,,Delhi Daredevils,Kolkata Knight Riders,male,2017,2017/04/17,Indian Premier League,18.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,NM Coulter-Nile,Nitin Menon,CK Nandan,K Srinivasan,YC Barde,S Chaturvedi,Kolkata Knight Riders,,,,,,17
18,18,,,Sunrisers Hyderabad,Kings XI Punjab,male,2017,2017/04/17,Indian Premier League,19.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kings XI Punjab,field,B Kumar,AY Dandekar,A Deshmukh,N Pandit,NJ Llong,AJ Pycroft,Sunrisers Hyderabad,5.0,,,,,18
19,19,,,Gujarat Lions,Royal Challengers Bangalore,male,2017,2017/04/18,Indian Premier League,20.0,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,field,CH Gayle,S Ravi,VK Sharma,Navdeep Singh,A Nand Kishore,J Srinath,Royal Challengers Bangalore,21.0,,,,,19
20,20,,,Sunrisers Hyderabad,Delhi Daredevils,male,2017,2017/04/19,Indian Premier League,21.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,bat,KS Williamson,CB Gaffaney,NJ Llong,N Pandit,AY Dandekar,M Nayyar,Sunrisers Hyderabad,15.0,,,,,20
21,21,8.0,,Kings XI Punjab,Mumbai Indians,male,2017,2017/04/20,Indian Premier League,22.0,Holkar Cricket Stadium,Indore,Mumbai Indians,field,JC Buttler,M Erasmus,C Shamshuddin,R Pandit,AK Chaudhary,AJ Pycroft,Mumbai Indians,,,,,,21
22,22,4.0,,Kolkata Knight Riders,Gujarat Lions,male,2017,2017/04/21,Indian Premier League,23.0,Eden Gardens,Kolkata,Gujarat Lions,field,SK Raina,CB Gaffaney,Nitin Menon,K Srinivasan,CK Nandan,V Narayan Kutty,Gujarat Lions,,,,,,22
23,23,,,Mumbai Indians,Delhi Daredevils,male,2017,2017/04/22,Indian Premier League,25.0,Wankhede Stadium,Mumbai,Delhi Daredevils,field,MJ McClenaghan,A Nand Kishore,S Ravi,Navdeep Singh,KN Ananthapadmanabhan,J Srinath,Mumbai Indians,14.0,,,,,23
24,24,6.0,,Rising Pune Supergiant,Sunrisers Hyderabad,male,2017,2017/04/22,Indian Premier League,24.0,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,MS Dhoni,AY Dandekar,A Deshmukh,N Pandit,NJ Llong,M Nayyar,Rising Pune Supergiant,,,,,,24
25,25,,,Gujarat Lions,Kings XI Punjab,male,2017,2017/04/23,Indian Premier League,26.0,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,field,HM Amla,AK Chaudhary,M Erasmus,R Pandit,C Shamshuddin,Chinmay Sharma,Kings XI Punjab,26.0,,,,,25
26,26,,,Kolkata Knight Riders,Royal Challengers Bangalore,male,2017,2017/04/23,Indian Premier League,27.0,Eden Gardens,Kolkata,Royal Challengers Bangalore,field,NM Coulter-Nile,CB Gaffaney,CK Nandan,K Srinivasan,Nitin Menon,V Narayan Kutty,Kolkata Knight Riders,82.0,,,,,26
27,27,,,Mumbai Indians,Rising Pune Supergiant,male,2017,2017/04/24,Indian Premier League,28.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,BA Stokes,A Nand Kishore,S Ravi,Navdeep Singh,KN Ananthapadmanabhan,J Srinath,Rising Pune Supergiant,3.0,,,,,27
28,28,7.0,,Rising Pune Supergiant,Kolkata Knight Riders,male,2017,2017/04/26,Indian Premier League,30.0,Maharashtra Cricket Association Stadium,Pune,Kolkata Knight Riders,field,RV Uthappa,AY Dandekar,NJ Llong,N Pandit,CB Gaffaney,AJ Pycroft,Kolkata Knight Riders,,,,,,28
29,29,7.0,,Royal Challengers Bangalore,Gujarat Lions,male,2017,2017/04/27,Indian Premier League,31.0,M Chinnaswamy Stadium,Bangalore,Gujarat Lions,field,AJ Tye,AK Chaudhary,C Shamshuddin,R Pandit,M Erasmus,Chinmay Sharma,Gujarat Lions,,,,,,29
30,30,7.0,,Kolkata Knight Riders,Delhi Daredevils,male,2017,2017/04/28,Indian Premier League,32.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,G Gambhir,NJ Llong,S Ravi,Navdeep Singh,VK Sharma,AJ Pycroft,Kolkata Knight Riders,,,,,,30
31,31,,,Kings XI Punjab,Sunrisers Hyderabad,male,2017,2017/04/28,Indian Premier League,33.0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Kings XI Punjab,field,Rashid Khan,Nitin Menon,CK Nandan,K Srinivasan,YC Barde,S Chaturvedi,Sunrisers Hyderabad,26.0,,,,,31
32,32,,,Rising Pune Supergiant,Royal Challengers Bangalore,male,2017,2017/04/29,Indian Premier League,34.0,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,field,LH Ferguson,KN Ananthapadmanabhan,M Erasmus,R Pandit,C Shamshuddin,Chinmay Sharma,Rising Pune Supergiant,61.0,,,,,32
33,33,,,Gujarat Lions,Mumbai Indians,male,2017,2017/04/29,Indian Premier League,35.0,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,bat,KH Pandya,AK Chaudhary,CB Gaffaney,N Pandit,A Nand Kishore,M Nayyar,,,tie,Mumbai Indians,,,33
34,34,10.0,,Kings XI Punjab,Delhi Daredevils,male,2017,2017/04/30,Indian Premier League,36.0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Kings XI Punjab,field,Sandeep Sharma,YC Barde,CK Nandan,K Srinivasan,Nitin Menon,S Chaturvedi,Kings XI Punjab,,,,,,34
35,35,,,Sunrisers Hyderabad,Kolkata Knight Riders,male,2017,2017/04/30,Indian Premier League,37.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kolkata Knight Riders,field,DA Warner,AY Dandekar,S Ravi,Navdeep Singh,VK Sharma,J Srinath,Sunrisers Hyderabad,48.0,,,,,35
36,36,5.0,,Mumbai Indians,Royal Challengers Bangalore,male,2017,2017/05/01,Indian Premier League,38.0,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,bat,RG Sharma,AK Chaudhary,CB Gaffaney,N Pandit,A Deshmukh,M Nayyar,Mumbai Indians,,,,,,36
37,37,5.0,,Rising Pune Supergiant,Gujarat Lions,male,2017,2017/05/01,Indian Premier League,39.0,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,BA Stokes,M Erasmus,C Shamshuddin,R Pandit,KN Ananthapadmanabhan,Chinmay Sharma,Rising Pune Supergiant,,,,,,37
38,38,6.0,,Delhi Daredevils,Sunrisers Hyderabad,male,2017,2017/05/02,Indian Premier League,40.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,Mohammed Shami,YC Barde,Nitin Menon,K Srinivasan,CK Nandan,AJ Pycroft,Delhi Daredevils,,,,,,38
39,39,4.0,,Kolkata Knight Riders,Rising Pune Supergiant,male,2017,2017/05/03,Indian Premier League,41.0,Eden Gardens,Kolkata,Rising Pune Supergiant,field,RA Tripathi,KN Ananthapadmanabhan,A Nand Kishore,Navdeep Singh,S Ravi,J Srinath,Rising Pune Supergiant,,,,,,39
40,40,7.0,,Delhi Daredevils,Gujarat Lions,male,2017,2017/05/04,Indian Premier League,42.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,RR Pant,M Erasmus,Nitin Menon,K Srinivasan,CK Nandan,M Nayyar,Delhi Daredevils,,,,,,40
41,41,,,Royal Challengers Bangalore,Kings XI Punjab,male,2017,2017/05/05,Indian Premier League,43.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Sandeep Sharma,CB Gaffaney,C Shamshuddin,N Pandit,AY Dandekar,V Narayan Kutty,Kings XI Punjab,19.0,,,,,41
42,42,,,Sunrisers Hyderabad,Rising Pune Supergiant,male,2017,2017/05/06,Indian Premier League,44.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,field,JD Unadkat,KN Ananthapadmanabhan,AK Chaudhary,R Pandit,M Erasmus,Chinmay Sharma,Rising Pune Supergiant,12.0,,,,,42
43,43,,,Delhi Daredevils,Mumbai Indians,male,2017,2017/05/06,Indian Premier League,45.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,LMP Simmons,Nitin Menon,CK Nandan,K Srinivasan,YC Barde,M Nayyar,Mumbai Indians,146.0,,,,,43
44,44,6.0,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2017,2017/05/07,Indian Premier League,46.0,M Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,field,SP Narine,AY Dandekar,C Shamshuddin,N Pandit,CB Gaffaney,AJ Pycroft,Kolkata Knight Riders,,,,,,44
45,45,6.0,,Kings XI Punjab,Gujarat Lions,male,2017,2017/05/07,Indian Premier League,47.0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Gujarat Lions,field,DR Smith,A Nand Kishore,VK Sharma,Navdeep Singh,S Ravi,J Srinath,Gujarat Lions,,,,,,45
46,46,7.0,,Sunrisers Hyderabad,Mumbai Indians,male,2017,2017/05/08,Indian Premier League,48.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Mumbai Indians,bat,S Dhawan,KN Ananthapadmanabhan,M Erasmus,R Pandit,AK Chaudhary,Chinmay Sharma,Sunrisers Hyderabad,,,,,,46
47,47,,,Kings XI Punjab,Kolkata Knight Riders,male,2017,2017/05/09,Indian Premier League,49.0,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Kolkata Knight Riders,field,MM Sharma,A Nand Kishore,S Ravi,Navdeep Singh,VK Sharma,J Srinath,Kings XI Punjab,14.0,,,,,47
48,48,2.0,,Gujarat Lions,Delhi Daredevils,male,2017,2017/05/10,Indian Premier League,50.0,Green Park,Kanpur,Delhi Daredevils,field,SS Iyer,YC Barde,AK Chaudhary,K Srinivasan,Nitin Menon,V Narayan Kutty,Delhi Daredevils,,,,,,48
49,49,,,Mumbai Indians,Kings XI Punjab,male,2017,2017/05/11,Indian Premier League,51.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,WP Saha,A Deshmukh,A Nand Kishore,N Pandit,VK Sharma,M Nayyar,Kings XI Punjab,7.0,,,,,49
50,50,,,Delhi Daredevils,Rising Pune Supergiant,male,2017,2017/05/12,Indian Premier League,52.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,KK Nair,KN Ananthapadmanabhan,CK Nandan,R Pandit,C Shamshuddin,AJ Pycroft,Delhi Daredevils,7.0,,,,,50
51,51,8.0,,Gujarat Lions,Sunrisers Hyderabad,male,2017,2017/05/13,Indian Premier League,53.0,Green Park,Kanpur,Sunrisers Hyderabad,field,Mohammed Siraj,AK Chaudhary,Nitin Menon,K Srinivasan,YC Barde,Chinmay Sharma,Sunrisers Hyderabad,,,,,,51
52,52,,,Kolkata Knight Riders,Mumbai Indians,male,2017,2017/05/13,Indian Premier League,54.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,AT Rayudu,A Nand Kishore,S Ravi,Navdeep Singh,VK Sharma,J Srinath,Mumbai Indians,9.0,,,,,52
53,53,9.0,,Rising Pune Supergiant,Kings XI Punjab,male,2017,2017/05/14,Indian Premier League,55.0,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,JD Unadkat,AY Dandekar,A Deshmukh,N Pandit,KN Ananthapadmanabhan,M Nayyar,Rising Pune Supergiant,,,,,,53
54,54,,,Delhi Daredevils,Royal Challengers Bangalore,male,2017,2017/05/14,Indian Premier League,56.0,Feroz Shah Kotla,Delhi,Royal Challengers Bangalore,bat,HV Patel,CK Nandan,C Shamshuddin,R Pandit,KN Ananthapadmanabhan,AJ Pycroft,Royal Challengers Bangalore,10.0,,,,,54
55,55,,,Mumbai Indians,Rising Pune Supergiant,male,2017,2017/05/16,Indian Premier League,,Wankhede Stadium,Mumbai,Mumbai Indians,field,Washington Sundar,S Ravi,C Shamshuddin,YC Barde,CK Nandan,J Srinath,Rising Pune Supergiant,20.0,,,,,55
56,56,,,Sunrisers Hyderabad,Kolkata Knight Riders,male,2017,2017/05/17,,,,,,,,,,,,,,,,,2017/05/18,,56
57,57,6.0,,Mumbai Indians,Kolkata Knight Riders,male,2017,2017/05/19,Indian Premier League,,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,KV Sharma,NJ Llong,Nitin Menon,KN Ananthapadmanabhan,C Shamshuddin,Chinmay Sharma,Mumbai Indians,,,,,,57
58,58,,,Mumbai Indians,Rising Pune Supergiant,male,2017,2017/05/21,Indian Premier League,,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Mumbai Indians,bat,KH Pandya,NJ Llong,S Ravi,A Nand Kishore,AK Chaudhary,J Srinath,Mumbai Indians,1.0,,,,,58
59,59,,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2007/08,2008/04/18,Indian Premier League,1.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,BB McCullum,Asad Rauf,RE Koertzen,VN Kulkarni,AM Saheba,J Srinath,Kolkata Knight Riders,140.0,,,,,59
60,60,,,Kings XI Punjab,Chennai Super Kings,male,2007/08,2008/04/19,Indian Premier League,2.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Chennai Super Kings,bat,MEK Hussey,MR Benson,SL Shastri,MSS Ranawat,RB Tiffin,S Venkataraghavan,Chennai Super Kings,33.0,,,,,60
61,61,9.0,,Delhi Daredevils,Rajasthan Royals,male,2007/08,2008/04/19,Indian Premier League,3.0,Feroz Shah Kotla,Delhi,Rajasthan Royals,bat,MF Maharoof,Aleem Dar,GA Pratapkumar,,IL Howell,GR Viswanath,Delhi Daredevils,,,,,,61
62,62,5.0,,Mumbai Indians,Royal Challengers Bangalore,male,2007/08,2008/04/20,Indian Premier League,5.0,Wankhede Stadium,Mumbai,Mumbai Indians,bat,MV Boucher,SJ Davis,DJ Harper,SN Bandekar,AV Jayaprakash,J Srinath,Royal Challengers Bangalore,,,,,,62
63,63,5.0,,Kolkata Knight Riders,Deccan Chargers,male,2007/08,2008/04/20,Indian Premier League,4.0,Eden Gardens,Kolkata,Deccan Chargers,bat,DJ Hussey,BF Bowden,K Hariharan,F Gomes,Asad Rauf,FM Engineer,Kolkata Knight Riders,,,,,,63
64,64,6.0,,Rajasthan Royals,Kings XI Punjab,male,2007/08,2008/04/21,Indian Premier League,6.0,Sawai Mansingh Stadium,Jaipur,Kings XI Punjab,bat,SR Watson,Aleem Dar,RB Tiffin,MSS Ranawat,I Shivram,S Venkataraghavan,Rajasthan Royals,,,,,,64
65,65,9.0,,Deccan Chargers,Delhi Daredevils,male,2007/08,2008/04/22,Indian Premier League,7.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,bat,V Sehwag,IL Howell,AM Saheba,C Shamshuddin,MR Benson,Talat Ali,Delhi Daredevils,,,,,,65
66,66,,,Chennai Super Kings,Mumbai Indians,male,2007/08,2008/04/23,Indian Premier League,8.0,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,field,ML Hayden,DJ Harper,GA Pratapkumar,S Ravi,BF Bowden,FM Engineer,Chennai Super Kings,6.0,,,,,66
67,67,3.0,,Deccan Chargers,Rajasthan Royals,male,2007/08,2008/04/24,Indian Premier League,9.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Rajasthan Royals,field,YK Pathan,Asad Rauf,MR Benson,C Shamshuddin,SL Shastri,S Venkataraghavan,Rajasthan Royals,,,,,,67
68,68,,,Kings XI Punjab,Mumbai Indians,male,2007/08,2008/04/25,Indian Premier League,10.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Mumbai Indians,field,KC Sangakkara,Aleem Dar,AM Saheba,HS Sekhon,RE Koertzen,FM Engineer,Kings XI Punjab,66.0,,,,,68
69,69,7.0,,Royal Challengers Bangalore,Rajasthan Royals,male,2007/08,2008/04/26,Indian Premier League,12.0,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,field,SR Watson,MR Benson,IL Howell,SK Tarapore,GA Pratapkumar,J Srinath,Rajasthan Royals,,,,,,69
70,70,9.0,,Chennai Super Kings,Kolkata Knight Riders,male,2007/08,2008/04/26,Indian Premier League,11.0,"MA Chidambaram Stadium, Chepauk",Chennai,Kolkata Knight Riders,bat,JDP Oram,BF Bowden,AV Jayaprakash,S Ravi,SJ Davis,Talat Ali,Chennai Super Kings,,,,,,70
71,71,10.0,,Mumbai Indians,Deccan Chargers,male,2007/08,2008/04/27,Indian Premier League,14.0,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,AC Gilchrist,Asad Rauf,SL Shastri,VD Nerurkar,DJ Harper,S Venkataraghavan,Deccan Chargers,,,,,,71
72,72,4.0,,Kings XI Punjab,Delhi Daredevils,male,2007/08,2008/04/27,Indian Premier League,13.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Delhi Daredevils,bat,SM Katich,RE Koertzen,I Shivram,MS Mahal,Aleem Dar,FM Engineer,Kings XI Punjab,,,,,,72
73,73,,,Royal Challengers Bangalore,Chennai Super Kings,male,2007/08,2008/04/28,Indian Premier League,15.0,M Chinnaswamy Stadium,Bangalore,Chennai Super Kings,bat,MS Dhoni,BR Doctrove,RB Tiffin,,K Hariharan,J Srinath,Chennai Super Kings,13.0,,,,,73
74,74,7.0,,Kolkata Knight Riders,Mumbai Indians,male,2007/08,2008/04/29,Indian Premier League,16.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,ST Jayasuriya,BF Bowden,AV Jayaprakash,SK Porel,MR Benson,S Venkataraghavan,Mumbai Indians,,,,,,74
75,75,,,Delhi Daredevils,Royal Challengers Bangalore,male,2007/08,2008/04/30,Indian Premier League,17.0,Feroz Shah Kotla,Delhi,Royal Challengers Bangalore,field,GD McGrath,Aleem Dar,I Shivram,AK Chaudhary,IL Howell,CH Lloyd,Delhi Daredevils,10.0,,,,,75
76,76,7.0,,Deccan Chargers,Kings XI Punjab,male,2007/08,2008/05/01,Indian Premier League,19.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kings XI Punjab,field,SE Marsh,BR Doctrove,RB Tiffin,C Shamshuddin,SJ Davis,Talat Ali,Kings XI Punjab,,,,,,76
77,77,,,Rajasthan Royals,Kolkata Knight Riders,male,2007/08,2008/05/01,Indian Premier League,18.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,SA Asnodkar,RE Koertzen,GA Pratapkumar,MSS Ranawat,Asad Rauf,FM Engineer,Rajasthan Royals,45.0,,,,,77
78,78,8.0,,Chennai Super Kings,Delhi Daredevils,male,2007/08,2008/05/02,Indian Premier League,20.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,V Sehwag,BF Bowden,K Hariharan,S Ravi,MR Benson,S Venkataraghavan,Delhi Daredevils,,,,,,78
79,79,5.0,,Deccan Chargers,Royal Challengers Bangalore,male,2007/08,2008/05/25,Indian Premier League,51.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,bat,R Vinay Kumar,Asad Rauf,RE Koertzen,,GA Pratapkumar,Talat Ali,Royal Challengers Bangalore,,,,,,79
80,80,,,Kings XI Punjab,Kolkata Knight Riders,male,2007/08,2008/05/03,Indian Premier League,22.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,bat,IK Pathan,DJ Harper,I Shivram,MS Mahal,SJ Davis,CH Lloyd,Kings XI Punjab,9.0,,,,,80
81,81,,,Mumbai Indians,Delhi Daredevils,male,2007/08,2008/05/04,Indian Premier League,23.0,Dr DY Patil Sports Academy,Mumbai,Delhi Daredevils,field,SM Pollock,IL Howell,RE Koertzen,UL Dubey,BF Bowden,J Srinath,Mumbai Indians,29.0,,,,,81
82,82,8.0,,Rajasthan Royals,Chennai Super Kings,male,2007/08,2008/05/04,Indian Premier League,24.0,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,bat,Sohail Tanvir,Asad Rauf,AV Jayaprakash,MSS Ranawat,Aleem Dar,FM Engineer,Rajasthan Royals,,,,,,82
83,83,6.0,,Royal Challengers Bangalore,Kings XI Punjab,male,2007/08,2008/05/05,Indian Premier League,25.0,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,field,S Sreesanth,SJ Davis,BR Doctrove,SK Tarapore,SL Shastri,CH Lloyd,Kings XI Punjab,,,,,,83
84,84,7.0,,Chennai Super Kings,Deccan Chargers,male,2007/08,2008/05/06,Indian Premier League,26.0,"MA Chidambaram Stadium, Chepauk",Chennai,Deccan Chargers,field,AC Gilchrist,MR Benson,RB Tiffin,K Srinivasan,S Ravi,J Srinath,Deccan Chargers,,,,,,84
85,85,7.0,,Mumbai Indians,Rajasthan Royals,male,2007/08,2008/05/07,Indian Premier League,27.0,Dr DY Patil Sports Academy,Mumbai,Mumbai Indians,field,A Nehra,DJ Harper,RE Koertzen,UL Dubey,BF Bowden,Talat Ali,Mumbai Indians,,,,,,85
86,86,4.0,,Delhi Daredevils,Chennai Super Kings,male,2007/08,2008/05/08,Indian Premier League,28.0,Feroz Shah Kotla,Delhi,Chennai Super Kings,field,MS Dhoni,Aleem Dar,RB Tiffin,,K Hariharan,CH Lloyd,Chennai Super Kings,,,,,,86
87,87,,,Kolkata Knight Riders,Royal Challengers Bangalore,male,2007/08,2008/05/08,Indian Premier League,29.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,SC Ganguly,Asad Rauf,IL Howell,,BR Doctrove,FM Engineer,Kolkata Knight Riders,5.0,,,,,87
88,88,8.0,,Rajasthan Royals,Deccan Chargers,male,2007/08,2008/05/09,Indian Premier League,30.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,YK Pathan,MR Benson,AM Saheba,,SJ Davis,S Venkataraghavan,Rajasthan Royals,,,,,,88
89,89,9.0,,Royal Challengers Bangalore,Mumbai Indians,male,2007/08,2008/05/28,Indian Premier League,55.0,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,CRD Fernando,BF Bowden,AV Jayaprakash,,BR Doctrove,CH Lloyd,Mumbai Indians,,,,,,89
90,90,,,Chennai Super Kings,Kings XI Punjab,male,2007/08,2008/05/10,Indian Premier League,31.0,"MA Chidambaram Stadium, Chepauk",Chennai,Kings XI Punjab,field,L Balaji,AV Jayaprakash,BG Jerling,S Ravi,I Shivram,J Srinath,Chennai Super Kings,18.0,,,,,90
